beacon_id,ble_rssi_norm,distance_est_norm,zone
BLE_Beacon_07,0.3162,0.2774,Zone_D
BLE_Beacon_06,0.4358,0.1059,Zone_A
BLE_Beacon_06,0.1345,1.0,Zone_B
BLE_Beacon_01,0.2808,0.3691,Zone_D
BLE_Beacon_02,0.4982,0.064,Zone_B
BLE_Beacon_04,0.7752,0.0069,Zone_C
BLE_Beacon_07,0.7222,0.0105,Zone_A
BLE_Beacon_04,0.3738,0.1745,Zone_D
BLE_Beacon_04,0.651,0.0187,Zone_A
BLE_Beacon_04,0.4335,0.1078,Zone_A
BLE_Beacon_09,0.5947,0.0294,Zone_B
BLE_Beacon_08,0.3772,0.1698,Zone_C
BLE_Beacon_06,0.1961,0.7308,Zone_A
BLE_Beacon_09,0.4807,0.0737,Zone_C
BLE_Beacon_08,0.5731,0.035,Zone_B
BLE_Beacon_06,0.7688,0.0072,Zone_B
BLE_Beacon_02,0.2568,0.4478,Zone_D
BLE_Beacon_06,0.0833,1.0,Zone_C
BLE_Beacon_10,0.1654,0.9353,Zone_B
BLE_Beacon_01,0.8327,0.0043,Zone_D
BLE_Beacon_10,0.1932,0.7478,Zone_A
BLE_Beacon_04,0.1953,0.7351,Zone_A
BLE_Beacon_10,0.3373,0.2341,Zone_A
BLE_Beacon_01,0.3508,0.2101,Zone_B
BLE_Beacon_09,0.6933,0.0133,Zone_B
BLE_Beacon_08,0.2542,0.4572,Zone_C
BLE_Beacon_08,0.6475,0.0192,Zone_A
BLE_Beacon_07,0.3528,0.2066,Zone_B
BLE_Beacon_05,0.7775,0.0067,Zone_D
BLE_Beacon_08,0.5107,0.0579,Zone_D
BLE_Beacon_04,0.5167,0.0552,Zone_C
BLE_Beacon_06,0.6469,0.0193,Zone_C
BLE_Beacon_10,0.7899,0.0061,Zone_B
BLE_Beacon_02,0.4888,0.0691,Zone_D
BLE_Beacon_05,0.7153,0.0111,Zone_C
BLE_Beacon_08,0.072,1.0,Zone_D
BLE_Beacon_03,0.7652,0.0074,Zone_C
BLE_Beacon_10,0.259,0.4399,Zone_A
BLE_Beacon_09,0.715,0.0112,Zone_B
BLE_Beacon_09,0.6082,0.0264,Zone_B
BLE_Beacon_10,0.2939,0.3322,Zone_D
BLE_Beacon_06,0.1582,0.9913,Zone_A
BLE_Beacon_01,0.7277,0.0101,Zone_B
BLE_Beacon_03,0.7577,0.0079,Zone_B
BLE_Beacon_02,0.4528,0.0923,Zone_A
BLE_Beacon_01,0.5201,0.0537,Zone_D
BLE_Beacon_08,0.4846,0.0714,Zone_C
BLE_Beacon_01,0.3593,0.1961,Zone_A
BLE_Beacon_01,0.8023,0.0055,Zone_B
BLE_Beacon_08,0.8009,0.0056,Zone_A
BLE_Beacon_08,0.7008,0.0125,Zone_A
BLE_Beacon_06,0.5099,0.0583,Zone_D
BLE_Beacon_06,0.6955,0.0131,Zone_A
BLE_Beacon_10,0.2803,0.3707,Zone_A
BLE_Beacon_02,0.7271,0.0101,Zone_A
BLE_Beacon_04,0.8262,0.0046,Zone_A
BLE_Beacon_02,0.6412,0.0202,Zone_D
BLE_Beacon_04,0.2232,0.5874,Zone_B
BLE_Beacon_10,0.5628,0.0381,Zone_B
BLE_Beacon_09,0.6601,0.0174,Zone_D
BLE_Beacon_02,0.6735,0.0156,Zone_C
BLE_Beacon_08,0.6234,0.0233,Zone_D
BLE_Beacon_02,0.2025,0.6939,Zone_B
BLE_Beacon_09,0.3869,0.1569,Zone_C
BLE_Beacon_03,0.4909,0.0679,Zone_D
BLE_Beacon_06,0.7805,0.0066,Zone_C
BLE_Beacon_06,0.3954,0.1466,Zone_D
BLE_Beacon_06,0.5495,0.0424,Zone_B
BLE_Beacon_07,0.6731,0.0156,Zone_C
BLE_Beacon_06,0.827,0.0045,Zone_D
BLE_Beacon_07,0.0716,1.0,Zone_A
BLE_Beacon_05,0.5395,0.0459,Zone_B
BLE_Beacon_05,0.0766,1.0,Zone_B
BLE_Beacon_04,0.7438,0.0088,Zone_A
BLE_Beacon_05,0.7936,0.0059,Zone_B
BLE_Beacon_02,0.1011,1.0,Zone_C
BLE_Beacon_03,0.1802,0.8306,Zone_C
BLE_Beacon_10,0.2677,0.4101,Zone_C
BLE_Beacon_05,0.1436,1.0,Zone_D
BLE_Beacon_10,0.7926,0.006,Zone_A
BLE_Beacon_06,0.6944,0.0132,Zone_B
BLE_Beacon_08,0.7202,0.0107,Zone_A
BLE_Beacon_10,0.5761,0.0342,Zone_A
BLE_Beacon_10,0.3712,0.1781,Zone_A
BLE_Beacon_06,0.3448,0.2204,Zone_D
BLE_Beacon_07,0.8023,0.0055,Zone_A
BLE_Beacon_04,0.6589,0.0175,Zone_A
BLE_Beacon_07,0.114,1.0,Zone_A
BLE_Beacon_06,0.4957,0.0653,Zone_B
BLE_Beacon_06,0.4662,0.0829,Zone_B
BLE_Beacon_03,0.1111,1.0,Zone_D
BLE_Beacon_08,0.6629,0.017,Zone_A
BLE_Beacon_04,0.4108,0.1295,Zone_D
BLE_Beacon_03,0.1753,0.8639,Zone_A
BLE_Beacon_08,0.5204,0.0535,Zone_A
BLE_Beacon_09,0.3851,0.1593,Zone_A
BLE_Beacon_07,0.4657,0.0832,Zone_B
BLE_Beacon_03,0.4493,0.0949,Zone_B
BLE_Beacon_08,0.382,0.1633,Zone_B
BLE_Beacon_09,0.5554,0.0404,Zone_B
BLE_Beacon_04,0.1277,1.0,Zone_D
BLE_Beacon_06,0.6094,0.0261,Zone_A
BLE_Beacon_02,0.5992,0.0284,Zone_D
BLE_Beacon_06,0.3451,0.2199,Zone_C
BLE_Beacon_06,0.538,0.0464,Zone_A
BLE_Beacon_05,0.2044,0.6832,Zone_C
BLE_Beacon_10,0.717,0.011,Zone_D
BLE_Beacon_10,0.186,0.7925,Zone_A
BLE_Beacon_04,0.2283,0.5635,Zone_C
BLE_Beacon_03,0.6668,0.0165,Zone_A
BLE_Beacon_02,0.6525,0.0185,Zone_B
BLE_Beacon_10,0.7996,0.0056,Zone_C
BLE_Beacon_01,0.3411,0.227,Zone_A
BLE_Beacon_05,0.425,0.1154,Zone_A
BLE_Beacon_06,0.2357,0.5312,Zone_B
BLE_Beacon_04,0.5008,0.0627,Zone_C
BLE_Beacon_09,0.4509,0.0937,Zone_B
BLE_Beacon_01,0.3673,0.1838,Zone_A
BLE_Beacon_05,0.2053,0.6786,Zone_C
BLE_Beacon_04,0.6915,0.0135,Zone_C
BLE_Beacon_01,0.4368,0.105,Zone_A
BLE_Beacon_02,0.3768,0.1703,Zone_C
BLE_Beacon_06,0.7505,0.0084,Zone_A
BLE_Beacon_05,0.753,0.0082,Zone_D
BLE_Beacon_04,0.8413,0.004,Zone_A
BLE_Beacon_06,0.4522,0.0927,Zone_A
BLE_Beacon_03,0.2277,0.5664,Zone_D
BLE_Beacon_09,0.7993,0.0057,Zone_A
BLE_Beacon_01,0.2658,0.4166,Zone_C
BLE_Beacon_06,0.4564,0.0897,Zone_B
BLE_Beacon_01,0.3439,0.222,Zone_C
BLE_Beacon_06,0.5627,0.0381,Zone_B
BLE_Beacon_09,0.2882,0.3478,Zone_A
BLE_Beacon_05,0.7618,0.0076,Zone_A
BLE_Beacon_09,0.8172,0.0049,Zone_B
BLE_Beacon_03,0.34,0.2291,Zone_D
BLE_Beacon_03,0.1404,1.0,Zone_D
BLE_Beacon_09,0.8262,0.0046,Zone_B
BLE_Beacon_07,0.2603,0.4355,Zone_B
BLE_Beacon_07,0.834,0.0043,Zone_C
BLE_Beacon_08,0.4975,0.0644,Zone_B
BLE_Beacon_03,0.528,0.0504,Zone_B
BLE_Beacon_03,0.3142,0.282,Zone_B
BLE_Beacon_07,0.8538,0.0036,Zone_B
BLE_Beacon_10,0.792,0.006,Zone_C
BLE_Beacon_02,0.5093,0.0585,Zone_A
BLE_Beacon_03,0.321,0.2671,Zone_B
BLE_Beacon_01,0.6728,0.0157,Zone_D
BLE_Beacon_07,0.3098,0.2923,Zone_C
BLE_Beacon_03,0.6836,0.0144,Zone_A
BLE_Beacon_03,0.2166,0.6194,Zone_C
BLE_Beacon_10,0.517,0.055,Zone_B
BLE_Beacon_10,0.2539,0.4587,Zone_A
BLE_Beacon_06,0.1339,1.0,Zone_D
BLE_Beacon_03,0.4661,0.0829,Zone_D
BLE_Beacon_06,0.216,0.6224,Zone_D
BLE_Beacon_08,0.4437,0.0993,Zone_B
BLE_Beacon_04,0.2492,0.4762,Zone_D
BLE_Beacon_01,0.7986,0.0057,Zone_D
BLE_Beacon_04,0.6547,0.0181,Zone_B
BLE_Beacon_04,0.1234,1.0,Zone_D
BLE_Beacon_10,0.4564,0.0897,Zone_C
BLE_Beacon_08,0.7688,0.0072,Zone_D
BLE_Beacon_07,0.6813,0.0146,Zone_D
BLE_Beacon_06,0.3811,0.1645,Zone_A
BLE_Beacon_09,0.1573,0.9986,Zone_D
BLE_Beacon_01,0.7611,0.0077,Zone_B
BLE_Beacon_09,0.494,0.0662,Zone_A
BLE_Beacon_09,0.3758,0.1717,Zone_A
BLE_Beacon_04,0.3002,0.3157,Zone_D
BLE_Beacon_05,0.6793,0.0149,Zone_C
BLE_Beacon_08,0.2022,0.6953,Zone_C
BLE_Beacon_10,0.7935,0.0059,Zone_B
BLE_Beacon_08,0.7235,0.0104,Zone_D
BLE_Beacon_02,0.6392,0.0205,Zone_A
BLE_Beacon_03,0.6833,0.0144,Zone_B
BLE_Beacon_07,0.3964,0.1454,Zone_D
BLE_Beacon_01,0.212,0.6428,Zone_B
BLE_Beacon_08,0.1423,1.0,Zone_C
BLE_Beacon_03,0.6359,0.0211,Zone_A
BLE_Beacon_02,0.1611,0.9684,Zone_D
BLE_Beacon_06,0.1385,1.0,Zone_D
BLE_Beacon_09,0.5523,0.0414,Zone_B
BLE_Beacon_07,0.5038,0.0612,Zone_A
BLE_Beacon_03,0.7882,0.0062,Zone_B
BLE_Beacon_03,0.7541,0.0081,Zone_B
BLE_Beacon_01,0.4011,0.14,Zone_C
BLE_Beacon_08,0.2983,0.3205,Zone_B
BLE_Beacon_02,0.7774,0.0067,Zone_B
BLE_Beacon_01,0.5606,0.0387,Zone_C
BLE_Beacon_01,0.4318,0.1093,Zone_D
BLE_Beacon_09,0.7059,0.012,Zone_D
BLE_Beacon_04,0.2418,0.5054,Zone_D
BLE_Beacon_08,0.3937,0.1486,Zone_A
BLE_Beacon_10,0.5429,0.0446,Zone_B
BLE_Beacon_09,0.2899,0.3429,Zone_B
BLE_Beacon_01,0.2167,0.619,Zone_A
BLE_Beacon_06,0.1003,1.0,Zone_A
BLE_Beacon_10,0.7299,0.0099,Zone_C
BLE_Beacon_06,0.7946,0.0059,Zone_A
BLE_Beacon_02,0.399,0.1424,Zone_B
BLE_Beacon_03,0.5995,0.0283,Zone_B
BLE_Beacon_08,0.6602,0.0174,Zone_C
BLE_Beacon_01,0.1446,1.0,Zone_C
BLE_Beacon_06,0.361,0.1934,Zone_D
BLE_Beacon_02,0.6673,0.0164,Zone_A
BLE_Beacon_05,0.4414,0.1012,Zone_A
BLE_Beacon_05,0.3301,0.2481,Zone_D
BLE_Beacon_09,0.2363,0.5284,Zone_B
BLE_Beacon_10,0.1171,1.0,Zone_A
BLE_Beacon_08,0.6403,0.0204,Zone_C
BLE_Beacon_07,0.5498,0.0422,Zone_C
BLE_Beacon_05,0.4842,0.0716,Zone_C
BLE_Beacon_03,0.5541,0.0408,Zone_D
BLE_Beacon_09,0.6444,0.0197,Zone_D
BLE_Beacon_08,0.7063,0.012,Zone_B
BLE_Beacon_05,0.8408,0.004,Zone_A
BLE_Beacon_02,0.0903,1.0,Zone_A
BLE_Beacon_04,0.6997,0.0126,Zone_D
BLE_Beacon_07,0.1072,1.0,Zone_C
BLE_Beacon_09,0.7047,0.0121,Zone_B
BLE_Beacon_01,0.5748,0.0345,Zone_C
BLE_Beacon_05,0.6923,0.0134,Zone_C
BLE_Beacon_05,0.4695,0.0806,Zone_C
BLE_Beacon_01,0.1609,0.9704,Zone_C
BLE_Beacon_06,0.3826,0.1625,Zone_A
BLE_Beacon_03,0.2239,0.5841,Zone_C
BLE_Beacon_08,0.7913,0.006,Zone_A
BLE_Beacon_03,0.4497,0.0946,Zone_D
BLE_Beacon_09,0.7754,0.0069,Zone_D
BLE_Beacon_07,0.8004,0.0056,Zone_A
BLE_Beacon_09,0.3066,0.2998,Zone_C
BLE_Beacon_09,0.4925,0.067,Zone_B
BLE_Beacon_10,0.61,0.026,Zone_C
BLE_Beacon_02,0.8333,0.0043,Zone_C
BLE_Beacon_01,0.3379,0.233,Zone_D
BLE_Beacon_09,0.7333,0.0096,Zone_D
BLE_Beacon_03,0.5391,0.046,Zone_C
BLE_Beacon_06,0.6292,0.0223,Zone_C
BLE_Beacon_07,0.1396,1.0,Zone_B
BLE_Beacon_06,0.4265,0.1141,Zone_C
BLE_Beacon_04,0.484,0.0718,Zone_B
BLE_Beacon_02,0.3655,0.1866,Zone_A
BLE_Beacon_04,0.7891,0.0061,Zone_D
BLE_Beacon_09,0.091,1.0,Zone_D
BLE_Beacon_09,0.1925,0.7521,Zone_C
BLE_Beacon_08,0.6469,0.0193,Zone_C
BLE_Beacon_06,0.184,0.8053,Zone_A
BLE_Beacon_09,0.6031,0.0275,Zone_B
BLE_Beacon_04,0.6407,0.0203,Zone_D
BLE_Beacon_07,0.6322,0.0217,Zone_A
BLE_Beacon_01,0.3158,0.2785,Zone_A
BLE_Beacon_10,0.7565,0.008,Zone_C
BLE_Beacon_08,0.7701,0.0072,Zone_A
BLE_Beacon_09,0.6734,0.0156,Zone_C
BLE_Beacon_01,0.5252,0.0515,Zone_C
BLE_Beacon_04,0.3235,0.2616,Zone_B
BLE_Beacon_05,0.2888,0.3461,Zone_C
BLE_Beacon_08,0.5987,0.0285,Zone_C
BLE_Beacon_03,0.1952,0.736,Zone_A
BLE_Beacon_01,0.8244,0.0046,Zone_A
BLE_Beacon_04,0.4977,0.0643,Zone_C
BLE_Beacon_05,0.1827,0.8142,Zone_C
BLE_Beacon_10,0.2638,0.4234,Zone_A
BLE_Beacon_05,0.5533,0.0411,Zone_C
BLE_Beacon_09,0.42,0.1202,Zone_B
BLE_Beacon_01,0.4413,0.1013,Zone_A
BLE_Beacon_02,0.3728,0.1758,Zone_A
BLE_Beacon_07,0.3794,0.1668,Zone_D
BLE_Beacon_10,0.3508,0.2099,Zone_C
BLE_Beacon_04,0.6316,0.0219,Zone_A
BLE_Beacon_08,0.5175,0.0548,Zone_A
BLE_Beacon_08,0.1478,1.0,Zone_C
BLE_Beacon_08,0.4411,0.1014,Zone_B
BLE_Beacon_03,0.748,0.0086,Zone_C
BLE_Beacon_06,0.3795,0.1666,Zone_C
BLE_Beacon_06,0.4276,0.1131,Zone_A
BLE_Beacon_02,0.4449,0.0984,Zone_C
BLE_Beacon_08,0.4338,0.1075,Zone_B
BLE_Beacon_05,0.6748,0.0154,Zone_B
BLE_Beacon_09,0.1523,1.0,Zone_A
BLE_Beacon_06,0.5084,0.059,Zone_A
BLE_Beacon_05,0.49,0.0684,Zone_D
BLE_Beacon_10,0.3963,0.1456,Zone_B
BLE_Beacon_09,0.1964,0.7289,Zone_D
BLE_Beacon_07,0.1233,1.0,Zone_B
BLE_Beacon_10,0.4102,0.1301,Zone_D
BLE_Beacon_10,0.69,0.0136,Zone_B
BLE_Beacon_03,0.5921,0.03,Zone_A
BLE_Beacon_10,0.7289,0.01,Zone_A
BLE_Beacon_10,0.5398,0.0458,Zone_C
BLE_Beacon_09,0.1482,1.0,Zone_D
BLE_Beacon_03,0.3135,0.2837,Zone_D
BLE_Beacon_02,0.5415,0.0452,Zone_D
BLE_Beacon_06,0.4598,0.0872,Zone_A
BLE_Beacon_02,0.2424,0.503,Zone_B
BLE_Beacon_10,0.7811,0.0065,Zone_A
BLE_Beacon_03,0.5907,0.0304,Zone_D
BLE_Beacon_09,0.3005,0.315,Zone_D
BLE_Beacon_04,0.233,0.5425,Zone_C
BLE_Beacon_05,0.5195,0.0539,Zone_C
BLE_Beacon_07,0.6354,0.0212,Zone_C
BLE_Beacon_02,0.5293,0.0498,Zone_D
BLE_Beacon_03,0.7413,0.009,Zone_A
BLE_Beacon_06,0.7794,0.0066,Zone_A
BLE_Beacon_01,0.6241,0.0232,Zone_C
BLE_Beacon_02,0.7481,0.0085,Zone_A
BLE_Beacon_04,0.4106,0.1297,Zone_D
BLE_Beacon_06,0.6307,0.022,Zone_D
BLE_Beacon_07,0.4134,0.1268,Zone_B
BLE_Beacon_03,0.4445,0.0987,Zone_B
BLE_Beacon_09,0.3736,0.1747,Zone_C
BLE_Beacon_07,0.1926,0.7512,Zone_B
BLE_Beacon_03,0.0805,1.0,Zone_A
BLE_Beacon_03,0.6382,0.0207,Zone_D
BLE_Beacon_07,0.8375,0.0042,Zone_B
BLE_Beacon_02,0.1792,0.8368,Zone_D
BLE_Beacon_08,0.7735,0.007,Zone_D
BLE_Beacon_10,0.2127,0.6391,Zone_D
BLE_Beacon_09,0.7158,0.0111,Zone_D
BLE_Beacon_06,0.2488,0.4778,Zone_D
BLE_Beacon_10,0.0773,1.0,Zone_D
BLE_Beacon_04,0.631,0.022,Zone_C
BLE_Beacon_07,0.7994,0.0056,Zone_C
BLE_Beacon_01,0.84,0.0041,Zone_D
BLE_Beacon_06,0.1603,0.9745,Zone_D
BLE_Beacon_02,0.1831,0.8114,Zone_C
BLE_Beacon_08,0.4776,0.0756,Zone_A
BLE_Beacon_04,0.4426,0.1002,Zone_A
BLE_Beacon_09,0.6985,0.0127,Zone_C
BLE_Beacon_10,0.1129,1.0,Zone_C
BLE_Beacon_09,0.6831,0.0144,Zone_D
BLE_Beacon_08,0.4742,0.0777,Zone_D
BLE_Beacon_10,0.648,0.0191,Zone_D
BLE_Beacon_06,0.8262,0.0046,Zone_C
BLE_Beacon_05,0.203,0.6908,Zone_C
BLE_Beacon_10,0.2761,0.3835,Zone_D
BLE_Beacon_10,0.2043,0.684,Zone_A
BLE_Beacon_05,0.707,0.0119,Zone_A
BLE_Beacon_05,0.4523,0.0927,Zone_B
BLE_Beacon_09,0.1318,1.0,Zone_C
BLE_Beacon_05,0.1756,0.862,Zone_C
BLE_Beacon_05,0.7455,0.0087,Zone_A
BLE_Beacon_02,0.5459,0.0436,Zone_B
BLE_Beacon_08,0.362,0.1919,Zone_B
BLE_Beacon_05,0.6863,0.0141,Zone_B
BLE_Beacon_08,0.2135,0.635,Zone_A
BLE_Beacon_06,0.8446,0.0039,Zone_B
BLE_Beacon_10,0.8052,0.0054,Zone_B
BLE_Beacon_08,0.6629,0.017,Zone_D
BLE_Beacon_07,0.2584,0.4422,Zone_D
BLE_Beacon_03,0.2371,0.525,Zone_C
BLE_Beacon_01,0.5761,0.0342,Zone_A
BLE_Beacon_01,0.2031,0.6904,Zone_D
BLE_Beacon_08,0.3082,0.296,Zone_B
BLE_Beacon_07,0.6085,0.0263,Zone_D
BLE_Beacon_08,0.2778,0.3783,Zone_D
BLE_Beacon_01,0.2983,0.3205,Zone_D
BLE_Beacon_07,0.6045,0.0272,Zone_A
BLE_Beacon_02,0.7925,0.006,Zone_C
BLE_Beacon_07,0.5511,0.0418,Zone_C
BLE_Beacon_06,0.2838,0.3602,Zone_A
BLE_Beacon_05,0.5856,0.0317,Zone_D
BLE_Beacon_08,0.6789,0.0149,Zone_B
BLE_Beacon_10,0.6768,0.0152,Zone_C
BLE_Beacon_03,0.3176,0.2745,Zone_A
BLE_Beacon_01,0.7249,0.0103,Zone_A
BLE_Beacon_07,0.1482,1.0,Zone_A
BLE_Beacon_08,0.3476,0.2154,Zone_C
BLE_Beacon_05,0.2231,0.5875,Zone_A
BLE_Beacon_10,0.1437,1.0,Zone_B
BLE_Beacon_10,0.5728,0.0351,Zone_A
BLE_Beacon_02,0.7443,0.0088,Zone_B
BLE_Beacon_07,0.5872,0.0313,Zone_B
BLE_Beacon_02,0.618,0.0244,Zone_C
BLE_Beacon_05,0.4383,0.1037,Zone_A
BLE_Beacon_08,0.7964,0.0058,Zone_C
BLE_Beacon_07,0.6153,0.0249,Zone_C
BLE_Beacon_05,0.1987,0.7155,Zone_A
BLE_Beacon_05,0.682,0.0146,Zone_D
BLE_Beacon_07,0.3328,0.2428,Zone_A
BLE_Beacon_05,0.8223,0.0047,Zone_C
BLE_Beacon_03,0.4176,0.1226,Zone_D
BLE_Beacon_04,0.551,0.0418,Zone_B
BLE_Beacon_08,0.1566,1.0,Zone_D
BLE_Beacon_04,0.5538,0.0409,Zone_A
BLE_Beacon_08,0.6335,0.0215,Zone_A
BLE_Beacon_01,0.1287,1.0,Zone_C
BLE_Beacon_08,0.0862,1.0,Zone_D
BLE_Beacon_03,0.5844,0.032,Zone_A
BLE_Beacon_01,0.5936,0.0297,Zone_C
BLE_Beacon_03,0.6215,0.0237,Zone_D
BLE_Beacon_10,0.0743,1.0,Zone_D
BLE_Beacon_08,0.414,0.1261,Zone_A
BLE_Beacon_09,0.2489,0.4774,Zone_D
BLE_Beacon_08,0.1667,0.9262,Zone_C
BLE_Beacon_06,0.6072,0.0266,Zone_D
BLE_Beacon_01,0.5682,0.0364,Zone_A
BLE_Beacon_06,0.4915,0.0676,Zone_C
BLE_Beacon_02,0.7324,0.0097,Zone_C
BLE_Beacon_04,0.2102,0.6521,Zone_A
BLE_Beacon_07,0.5906,0.0304,Zone_C
BLE_Beacon_07,0.7758,0.0068,Zone_C
BLE_Beacon_08,0.1381,1.0,Zone_D
BLE_Beacon_04,0.1814,0.8225,Zone_B
BLE_Beacon_01,0.6369,0.0209,Zone_B
BLE_Beacon_08,0.3769,0.1702,Zone_C
BLE_Beacon_08,0.491,0.0679,Zone_D
BLE_Beacon_01,0.1005,1.0,Zone_A
BLE_Beacon_06,0.6904,0.0136,Zone_A
BLE_Beacon_07,0.1643,0.944,Zone_D
BLE_Beacon_09,0.1885,0.7769,Zone_B
BLE_Beacon_02,0.1004,1.0,Zone_B
BLE_Beacon_08,0.5852,0.0318,Zone_D
BLE_Beacon_10,0.1074,1.0,Zone_B
BLE_Beacon_01,0.2068,0.6704,Zone_A
BLE_Beacon_05,0.7163,0.011,Zone_A
BLE_Beacon_08,0.5517,0.0416,Zone_A
BLE_Beacon_02,0.1611,0.9683,Zone_B
BLE_Beacon_02,0.7035,0.0122,Zone_D
BLE_Beacon_06,0.7091,0.0117,Zone_D
BLE_Beacon_06,0.1663,0.9285,Zone_B
BLE_Beacon_06,0.7286,0.01,Zone_B
BLE_Beacon_01,0.5374,0.0467,Zone_C
BLE_Beacon_02,0.1663,0.9289,Zone_B
BLE_Beacon_07,0.2035,0.6884,Zone_C
BLE_Beacon_09,0.2011,0.7018,Zone_B
BLE_Beacon_10,0.1034,1.0,Zone_A
BLE_Beacon_10,0.367,0.1843,Zone_B
BLE_Beacon_01,0.7626,0.0076,Zone_A
BLE_Beacon_01,0.0771,1.0,Zone_A
BLE_Beacon_10,0.7683,0.0073,Zone_D
BLE_Beacon_08,0.6154,0.0249,Zone_B
BLE_Beacon_03,0.5741,0.0347,Zone_D
BLE_Beacon_07,0.2594,0.4386,Zone_B
BLE_Beacon_10,0.6149,0.025,Zone_B
BLE_Beacon_08,0.5523,0.0414,Zone_A
BLE_Beacon_05,0.3447,0.2205,Zone_A
BLE_Beacon_09,0.2566,0.4487,Zone_A
BLE_Beacon_09,0.8389,0.0041,Zone_C
BLE_Beacon_09,0.4702,0.0802,Zone_D
BLE_Beacon_04,0.2886,0.3466,Zone_B
BLE_Beacon_02,0.6973,0.0129,Zone_D
BLE_Beacon_08,0.21,0.6533,Zone_A
BLE_Beacon_01,0.5781,0.0336,Zone_C
BLE_Beacon_04,0.413,0.1272,Zone_C
BLE_Beacon_10,0.704,0.0122,Zone_D
BLE_Beacon_01,0.1535,1.0,Zone_A
BLE_Beacon_09,0.2096,0.6551,Zone_A
BLE_Beacon_08,0.476,0.0766,Zone_A
BLE_Beacon_04,0.6382,0.0207,Zone_C
BLE_Beacon_07,0.2276,0.5668,Zone_C
BLE_Beacon_04,0.6835,0.0144,Zone_C
BLE_Beacon_04,0.1485,1.0,Zone_D
BLE_Beacon_04,0.3665,0.185,Zone_B
BLE_Beacon_02,0.4415,0.1011,Zone_D
BLE_Beacon_01,0.7711,0.0071,Zone_B
BLE_Beacon_04,0.8005,0.0056,Zone_D
BLE_Beacon_03,0.3758,0.1717,Zone_B
BLE_Beacon_08,0.637,0.0209,Zone_C
BLE_Beacon_05,0.2303,0.5545,Zone_B
BLE_Beacon_01,0.6153,0.0249,Zone_A
BLE_Beacon_05,0.1787,0.8407,Zone_D
BLE_Beacon_08,0.4,0.1412,Zone_C
BLE_Beacon_04,0.7679,0.0073,Zone_B
BLE_Beacon_10,0.783,0.0065,Zone_B
BLE_Beacon_02,0.3949,0.1472,Zone_D
BLE_Beacon_04,0.5362,0.0471,Zone_D
BLE_Beacon_05,0.0828,1.0,Zone_D
BLE_Beacon_04,0.2662,0.4154,Zone_D
BLE_Beacon_10,0.2462,0.488,Zone_B
BLE_Beacon_10,0.7772,0.0068,Zone_D
BLE_Beacon_01,0.1029,1.0,Zone_D
BLE_Beacon_09,0.0978,1.0,Zone_D
BLE_Beacon_08,0.7076,0.0118,Zone_A
BLE_Beacon_08,0.4606,0.0867,Zone_A
BLE_Beacon_09,0.6631,0.0169,Zone_D
BLE_Beacon_04,0.1757,0.8611,Zone_C
BLE_Beacon_04,0.5803,0.033,Zone_A
BLE_Beacon_01,0.4484,0.0956,Zone_C
BLE_Beacon_03,0.624,0.0232,Zone_A
BLE_Beacon_08,0.4358,0.1058,Zone_B
BLE_Beacon_07,0.2167,0.6186,Zone_C
BLE_Beacon_08,0.6245,0.0231,Zone_A
BLE_Beacon_02,0.3738,0.1744,Zone_C
BLE_Beacon_09,0.0971,1.0,Zone_D
BLE_Beacon_05,0.6199,0.024,Zone_B
BLE_Beacon_02,0.5589,0.0392,Zone_C
BLE_Beacon_01,0.4759,0.0766,Zone_C
BLE_Beacon_01,0.1586,0.9882,Zone_C
BLE_Beacon_08,0.5579,0.0396,Zone_C
BLE_Beacon_06,0.2091,0.6577,Zone_A
BLE_Beacon_09,0.6288,0.0224,Zone_B
BLE_Beacon_03,0.8424,0.004,Zone_B
BLE_Beacon_09,0.1607,0.9721,Zone_D
BLE_Beacon_10,0.7559,0.008,Zone_B
BLE_Beacon_04,0.3232,0.2623,Zone_C
BLE_Beacon_09,0.6059,0.0269,Zone_C
BLE_Beacon_01,0.1212,1.0,Zone_C
BLE_Beacon_08,0.4535,0.0918,Zone_A
BLE_Beacon_08,0.6291,0.0223,Zone_C
BLE_Beacon_08,0.5593,0.0391,Zone_A
BLE_Beacon_04,0.7722,0.007,Zone_D
BLE_Beacon_02,0.1344,1.0,Zone_B
BLE_Beacon_05,0.8243,0.0046,Zone_A
BLE_Beacon_02,0.2009,0.7029,Zone_A
BLE_Beacon_03,0.4614,0.0861,Zone_B
BLE_Beacon_09,0.8195,0.0048,Zone_A
BLE_Beacon_05,0.3987,0.1427,Zone_B
BLE_Beacon_08,0.3438,0.2221,Zone_D
BLE_Beacon_01,0.3005,0.315,Zone_A
BLE_Beacon_01,0.7564,0.008,Zone_B
BLE_Beacon_09,0.578,0.0337,Zone_D
BLE_Beacon_10,0.3408,0.2277,Zone_C
BLE_Beacon_08,0.5376,0.0466,Zone_D
BLE_Beacon_08,0.3104,0.2909,Zone_B
BLE_Beacon_05,0.2064,0.6725,Zone_C
BLE_Beacon_04,0.4519,0.093,Zone_C
BLE_Beacon_01,0.188,0.78,Zone_C
BLE_Beacon_08,0.8227,0.0047,Zone_B
BLE_Beacon_09,0.2956,0.3278,Zone_B
BLE_Beacon_03,0.1981,0.7187,Zone_A
BLE_Beacon_01,0.8523,0.0037,Zone_B
