accel_x_norm,accel_y_norm,accel_z_norm,gyro_mag_norm,activity_state
0.7749,0.9161,0.4322,0.2637,Tap_Pattern
0.9343,0.3065,0.4705,0.7037,Micro_Vibration
0.5919,0.3933,0.8853,0.9359,Walking
0.1374,0.5252,0.3619,0.1169,Tap_Pattern
0.1912,0.4814,0.7269,0.6062,Stationary
0.0905,0.8777,0.1311,0.988,Tap_Pattern
0.8132,0.6067,0.0581,0.7866,Walking
0.8561,0.7412,0.8639,0.8367,Micro_Vibration
0.54,0.6604,0.1588,0.9151,Stationary
0.7758,0.8017,0.6369,0.5721,Walking
0.899,0.731,0.3827,0.8263,Walking
0.4171,0.1829,0.0357,0.3907,Tap_Pattern
0.408,0.6322,0.2358,0.2121,Walking
0.0365,0.1557,0.1886,0.1315,Micro_Vibration
0.323,0.6736,0.0913,0.2765,Micro_Vibration
0.0537,0.4945,0.3134,0.8551,Walking
0.0655,0.2737,0.1596,0.1411,Walking
0.5292,0.1896,0.9481,0.0493,Walking
0.3691,0.76,0.7456,0.2124,Micro_Vibration
0.9417,0.5155,0.855,0.6397,Tap_Pattern
0.0244,0.265,0.0039,0.9279,Micro_Vibration
0.086,0.9073,0.012,0.4842,Micro_Vibration
0.2356,0.3285,0.6895,0.9387,Micro_Vibration
0.7565,0.489,0.6296,0.2206,Tap_Pattern
0.3546,0.2573,0.3978,0.4376,Tap_Pattern
0.357,0.947,0.3376,0.31,Stationary
0.2881,0.9376,0.1797,0.3896,Tap_Pattern
0.1058,0.8913,0.2471,0.2172,Micro_Vibration
0.6072,0.1792,0.7078,0.8323,Stationary
0.3457,0.9337,0.0982,0.8847,Micro_Vibration
0.6366,0.5694,0.4367,0.4725,Walking
0.5042,0.8916,0.8124,0.4732,Micro_Vibration
0.7049,0.8322,0.0699,0.1316,Stationary
0.221,0.919,0.6887,0.1096,Tap_Pattern
0.3466,0.2424,0.6968,0.3626,Tap_Pattern
0.668,0.0875,0.2878,0.1808,Stationary
0.4214,0.6733,0.983,0.0336,Tap_Pattern
0.8564,0.7216,0.3252,0.0888,Stationary
0.7171,0.8342,0.1896,0.2512,Micro_Vibration
0.3923,0.2901,0.2103,0.1604,Tap_Pattern
0.5882,0.2529,0.1563,0.7601,Stationary
0.6315,0.4634,0.1502,0.9198,Tap_Pattern
0.398,0.5002,0.3191,0.4618,Stationary
0.8472,0.5073,0.8825,0.446,Walking
0.6687,0.1064,0.6016,0.2183,Walking
0.218,0.0143,0.588,0.8995,Tap_Pattern
0.2117,0.9755,0.3421,0.7309,Tap_Pattern
0.6454,0.4758,0.4459,0.3307,Tap_Pattern
0.3697,0.4132,0.4794,0.5527,Walking
0.9639,0.6542,0.2413,0.2742,Tap_Pattern
0.6377,0.2202,0.7117,0.82,Walking
0.6485,0.9721,0.6702,0.8557,Walking
0.9383,0.7712,0.3342,0.7486,Micro_Vibration
0.3329,0.4655,0.4951,0.3136,Stationary
0.8176,0.5147,0.1082,0.7291,Tap_Pattern
0.3959,0.6746,0.359,0.817,Walking
0.9131,0.4084,0.7891,0.0126,Micro_Vibration
0.7053,0.4477,0.3148,0.1823,Tap_Pattern
0.7368,0.5158,0.6374,0.0883,Micro_Vibration
0.184,0.8873,0.3261,0.7324,Walking
0.3531,0.9178,0.6339,0.8392,Micro_Vibration
0.4532,0.1305,0.4847,0.4132,Walking
0.0701,0.1439,0.4296,0.214,Micro_Vibration
0.6188,0.4719,0.5451,0.2207,Tap_Pattern
0.1553,0.5903,0.1427,0.0161,Micro_Vibration
0.3617,0.7572,0.3114,0.9789,Micro_Vibration
0.6061,0.1662,0.638,0.0329,Walking
0.5678,0.8978,0.557,0.0256,Tap_Pattern
0.6769,0.6676,0.81,0.1981,Stationary
0.9211,0.4678,0.9338,0.6592,Walking
0.7515,0.4029,0.687,0.024,Tap_Pattern
0.5058,0.3107,0.3992,0.9805,Tap_Pattern
0.6076,0.6878,0.222,0.9293,Stationary
0.68,0.5651,0.3093,0.518,Micro_Vibration
0.8788,0.7434,0.9054,0.0164,Walking
0.3354,0.1808,0.7871,0.4272,Tap_Pattern
0.7928,0.377,0.5656,0.8503,Micro_Vibration
0.8072,0.7781,0.3274,0.7344,Micro_Vibration
0.4878,0.632,0.3042,0.8279,Tap_Pattern
0.9218,0.82,0.6057,0.1656,Stationary
0.7277,0.2705,0.1768,0.781,Micro_Vibration
0.2533,0.2514,0.8778,0.4304,Tap_Pattern
0.1054,0.3534,0.9373,0.2983,Tap_Pattern
0.0869,0.0482,0.3784,0.5132,Micro_Vibration
0.5022,0.5489,0.7578,0.7462,Tap_Pattern
0.9426,0.6161,0.1694,0.9719,Walking
0.8895,0.7539,0.6802,0.7963,Walking
0.0834,0.9571,0.6216,0.324,Stationary
0.2295,0.2997,0.047,0.5614,Micro_Vibration
0.6954,0.2353,0.1015,0.2476,Stationary
0.1213,0.5793,0.1906,0.4689,Stationary
0.8045,0.6454,0.79,0.2035,Tap_Pattern
0.6025,0.785,0.6316,0.6099,Stationary
0.0911,0.6734,0.1578,0.9304,Stationary
0.0768,0.2151,0.5012,0.3671,Stationary
0.0059,0.1533,0.5799,0.3638,Micro_Vibration
0.0732,0.1948,0.8137,0.395,Micro_Vibration
0.6789,0.2911,0.0049,0.5533,Stationary
0.168,0.0455,0.2444,0.5493,Tap_Pattern
0.4839,0.035,0.1124,0.6224,Stationary
0.8976,0.9486,0.0977,0.7733,Tap_Pattern
0.6356,0.3989,0.5753,0.6893,Stationary
0.6992,0.6903,0.6562,0.6389,Stationary
0.9512,0.3762,0.3428,0.9595,Micro_Vibration
0.8208,0.1742,0.294,0.3089,Micro_Vibration
0.2572,0.2187,0.8639,0.9097,Tap_Pattern
0.1137,0.9131,0.3126,0.7188,Walking
0.4354,0.1153,0.4652,0.6264,Tap_Pattern
0.0108,0.4826,0.533,0.1864,Stationary
0.8438,0.0532,0.6232,0.6568,Stationary
0.861,0.5453,0.7271,0.283,Stationary
0.1787,0.2049,0.1133,0.6661,Stationary
0.025,0.8611,0.8704,0.2147,Walking
0.6979,0.5464,0.1388,0.736,Walking
0.1869,0.4509,0.1602,0.1476,Stationary
0.8841,0.0883,0.1117,0.4367,Walking
0.7255,0.1656,0.9546,0.7451,Micro_Vibration
0.8905,0.4941,0.0266,0.7493,Stationary
0.4009,0.5055,0.1129,0.433,Tap_Pattern
0.7947,0.742,0.4114,0.1357,Stationary
0.1795,0.0959,0.1888,0.397,Walking
0.754,0.4323,0.2339,0.0157,Micro_Vibration
0.0408,0.5734,0.0837,0.6858,Walking
0.2087,0.8571,0.2829,0.6737,Walking
0.7919,0.0776,0.5219,0.7793,Stationary
0.6647,0.0275,0.3224,0.3197,Walking
0.5018,0.1638,0.2912,0.9291,Tap_Pattern
0.0623,0.7817,0.5042,0.4362,Tap_Pattern
0.0495,0.0069,0.6551,0.2272,Stationary
0.6504,0.3927,0.6599,0.8308,Walking
0.9338,0.2323,0.3277,0.8958,Stationary
0.4976,0.1634,0.167,0.6412,Tap_Pattern
0.2424,0.7251,0.5485,0.5647,Stationary
0.8468,0.5471,0.2363,0.0109,Stationary
0.09,0.1577,0.8264,0.2556,Tap_Pattern
0.8954,0.8498,0.5342,0.073,Stationary
0.3639,0.1788,0.0415,0.3148,Stationary
0.6744,0.638,0.8319,0.8559,Tap_Pattern
0.802,0.719,0.4609,0.6683,Walking
0.5408,0.9392,0.8578,0.5667,Tap_Pattern
0.9521,0.6308,0.0896,0.8942,Walking
0.8295,0.4478,0.6602,0.0252,Walking
0.543,0.0802,0.2465,0.9827,Stationary
0.5775,0.9139,0.0998,0.7531,Walking
0.8209,0.3353,0.4069,0.7957,Tap_Pattern
0.4647,0.4161,0.0712,0.8605,Micro_Vibration
0.268,0.3991,0.029,0.4839,Micro_Vibration
0.7901,0.4499,0.3064,0.0751,Tap_Pattern
0.87,0.4667,0.7985,0.1289,Micro_Vibration
0.6655,0.5551,0.2516,0.9852,Micro_Vibration
0.3053,0.5048,0.1622,0.4604,Micro_Vibration
0.3226,0.1896,0.1488,0.6173,Walking
0.6361,0.6443,0.1826,0.2678,Tap_Pattern
0.7838,0.3608,0.502,0.1747,Tap_Pattern
0.9573,0.6194,0.8764,0.1902,Walking
0.7006,0.8917,0.627,0.1634,Walking
0.03,0.8156,0.2427,0.503,Tap_Pattern
0.1954,0.6064,0.5285,0.7658,Walking
0.5337,0.2666,0.6773,0.2485,Micro_Vibration
0.3191,0.7588,0.7961,0.3468,Micro_Vibration
0.6028,0.5531,0.5529,0.6615,Tap_Pattern
0.166,0.9712,0.4733,0.3335,Micro_Vibration
0.8304,0.8569,0.895,0.9391,Micro_Vibration
0.0565,0.1044,0.4241,0.2458,Stationary
0.1167,0.6912,0.1332,0.3744,Micro_Vibration
0.2554,0.689,0.3434,0.9723,Tap_Pattern
0.2118,0.1713,0.8687,0.5566,Micro_Vibration
0.8869,0.195,0.4594,0.2833,Walking
0.3638,0.7992,0.1172,0.9078,Walking
0.2034,0.8713,0.934,0.0841,Stationary
0.4672,0.2651,0.5759,0.293,Walking
0.4781,0.2888,0.7653,0.0811,Walking
0.1796,0.6255,0.3003,0.2376,Stationary
0.8992,0.0746,0.624,0.123,Tap_Pattern
0.2731,0.4911,0.6105,0.9021,Tap_Pattern
0.2883,0.5866,0.8784,0.9907,Micro_Vibration
0.2532,0.7284,0.3232,0.6518,Tap_Pattern
0.3747,0.6451,0.812,0.3601,Stationary
0.0612,0.3161,0.1192,0.3686,Stationary
0.7969,0.2202,0.278,0.8834,Micro_Vibration
0.9174,0.8977,0.0487,0.9579,Micro_Vibration
0.2601,0.7402,0.9976,0.0257,Stationary
0.1403,0.4045,0.2999,0.9501,Tap_Pattern
0.5351,0.6806,0.9785,0.9398,Walking
0.2056,0.0474,0.818,0.071,Walking
0.6319,0.0132,0.4207,0.7434,Tap_Pattern
0.1142,0.0265,0.809,0.5949,Tap_Pattern
0.2423,0.4459,0.3095,0.1024,Micro_Vibration
0.799,0.7958,0.5189,0.4911,Stationary
0.3858,0.009,0.0775,0.7727,Tap_Pattern
0.0835,0.5813,0.1024,0.9004,Walking
0.0022,0.7271,0.191,0.4153,Stationary
0.9098,0.7615,0.1872,0.9828,Micro_Vibration
0.5579,0.8114,0.5411,0.7892,Micro_Vibration
0.6389,0.1128,0.1727,0.5542,Stationary
0.2643,0.702,0.548,0.141,Stationary
0.8505,0.6185,0.7629,0.6179,Tap_Pattern
0.5053,0.2613,0.0324,0.0617,Stationary
0.2859,0.2783,0.2697,0.2574,Stationary
0.6416,0.2228,0.4883,0.2467,Tap_Pattern
0.0677,0.9798,0.5788,0.1697,Walking
0.7399,0.7087,0.5996,0.457,Walking
0.6597,0.6975,0.2133,0.7535,Tap_Pattern
0.7023,0.6088,0.1704,0.2296,Walking
0.3144,0.4779,0.4692,0.8208,Micro_Vibration
0.39,0.4345,0.469,0.7199,Stationary
0.0404,0.5866,0.6052,0.7298,Stationary
0.3165,0.7719,0.8173,0.2299,Stationary
0.9752,0.341,0.8085,0.7421,Micro_Vibration
0.5307,0.7675,0.6327,0.619,Tap_Pattern
0.4255,0.0151,0.6174,0.2115,Walking
0.6765,0.9072,0.3928,0.9068,Walking
0.8453,0.7972,0.0871,0.0886,Walking
0.1295,0.1652,0.1368,0.3108,Walking
0.9149,0.5264,0.8764,0.1307,Walking
0.3452,0.2934,0.5017,0.9827,Micro_Vibration
0.3217,0.3735,0.3364,0.8011,Micro_Vibration
0.4706,0.4532,0.7299,0.5907,Stationary
0.823,0.7227,0.4174,0.6818,Walking
0.7734,0.3227,0.8961,0.4858,Walking
0.5601,0.7495,0.7267,0.7274,Micro_Vibration
0.3303,0.1705,0.9432,0.9382,Walking
0.4193,0.7931,0.8457,0.0514,Tap_Pattern
0.8054,0.7729,0.8521,0.8519,Micro_Vibration
0.6212,0.5626,0.7608,0.9921,Walking
0.8774,0.209,0.6242,0.4964,Stationary
0.1422,0.8199,0.6648,0.3394,Stationary
0.4377,0.0588,0.2622,0.0897,Stationary
0.9413,0.2829,0.4149,0.7398,Tap_Pattern
0.8889,0.2214,0.6947,0.3407,Micro_Vibration
0.6757,0.6083,0.4821,0.7054,Walking
0.161,0.2843,0.0703,0.1308,Tap_Pattern
0.7478,0.0218,0.0596,0.3542,Stationary
0.3979,0.2461,0.2635,0.4076,Stationary
0.5272,0.4982,0.496,0.4488,Micro_Vibration
0.6507,0.9019,0.9966,0.8931,Micro_Vibration
0.659,0.6915,0.0411,0.1024,Stationary
0.481,0.8044,0.8054,0.0483,Micro_Vibration
0.2023,0.8283,0.8034,0.2314,Walking
0.2919,0.0868,0.6501,0.2498,Tap_Pattern
0.0542,0.1807,0.0159,0.6049,Micro_Vibration
0.0872,0.4712,0.5533,0.0483,Micro_Vibration
0.6842,0.0668,0.5804,0.9298,Tap_Pattern
0.7249,0.7232,0.4132,0.9395,Tap_Pattern
0.4549,0.8533,0.3421,0.9541,Tap_Pattern
0.3112,0.3486,0.3308,0.8856,Micro_Vibration
0.2502,0.9627,0.1108,0.3308,Walking
0.202,0.7715,0.7219,0.1079,Stationary
0.1397,0.6243,0.5742,0.3715,Micro_Vibration
0.8226,0.5374,0.7316,0.1353,Micro_Vibration
0.1886,0.9462,0.0822,0.3652,Stationary
0.3113,0.6548,0.3149,0.7467,Stationary
0.4645,0.1433,0.2504,0.4322,Tap_Pattern
0.0142,0.44,0.7173,0.3198,Stationary
0.7464,0.297,0.815,0.4775,Micro_Vibration
0.1074,0.9363,0.9786,0.9592,Micro_Vibration
0.7348,0.255,0.1358,0.6973,Tap_Pattern
0.2492,0.1743,0.2819,0.4368,Walking
0.8251,0.9182,0.3449,0.6667,Micro_Vibration
0.2289,0.7976,0.9578,0.5072,Micro_Vibration
0.454,0.7684,0.1608,0.5462,Walking
0.5307,0.7665,0.6026,0.0846,Walking
0.8302,0.3582,0.0826,0.6787,Walking
0.6249,0.0672,0.7069,0.584,Walking
0.8362,0.3936,0.9998,0.9984,Tap_Pattern
0.2514,0.3214,0.2383,0.5842,Stationary
0.2578,0.9685,0.1699,0.873,Tap_Pattern
0.4955,0.3655,0.2556,0.8906,Stationary
0.5021,0.4699,0.4881,0.6875,Stationary
0.1249,0.6849,0.3758,0.9389,Micro_Vibration
0.4235,0.1433,0.6417,0.3437,Stationary
0.7429,0.9076,0.6977,0.0573,Walking
0.666,0.4614,0.9003,0.0325,Tap_Pattern
0.2413,0.7011,0.4234,0.6729,Stationary
0.4136,0.2216,0.2981,0.7465,Micro_Vibration
0.8019,0.7458,0.3853,0.2682,Tap_Pattern
0.3236,0.1775,0.3453,0.6476,Micro_Vibration
0.8692,0.7603,0.7544,0.4899,Walking
0.9204,0.9595,0.6801,0.4229,Tap_Pattern
0.5211,0.5081,0.3475,0.7427,Stationary
0.6926,0.3648,0.4159,0.4164,Tap_Pattern
0.4146,0.9858,0.8915,0.9804,Micro_Vibration
0.4206,0.7463,0.388,0.4073,Stationary
0.3416,0.8826,0.3136,0.6956,Stationary
0.8636,0.0718,0.2071,0.3342,Micro_Vibration
0.1874,0.2608,0.3715,0.0746,Micro_Vibration
0.3732,0.607,0.0674,0.1287,Micro_Vibration
0.6412,0.4297,0.5675,0.8457,Walking
0.558,0.7598,0.8774,0.5797,Walking
0.5256,0.5711,0.8273,0.6275,Tap_Pattern
0.7395,0.0853,0.4249,0.2245,Walking
0.162,0.627,0.2599,0.2049,Micro_Vibration
0.1804,0.3475,0.5634,0.0786,Walking
0.1331,0.0043,0.1205,0.4827,Tap_Pattern
0.5864,0.7185,0.01,0.4879,Micro_Vibration
0.973,0.7531,0.0905,0.8255,Tap_Pattern
0.2437,0.9962,0.6516,0.8369,Walking
0.6674,0.2262,0.3883,0.4201,Micro_Vibration
0.1738,0.0121,0.1886,0.4172,Micro_Vibration
0.6412,0.3528,0.4548,0.3916,Walking
0.1662,0.608,0.3094,0.0649,Walking
0.8799,0.8381,0.7099,0.2171,Micro_Vibration
0.4688,0.0185,0.7524,0.3085,Micro_Vibration
0.7094,0.3046,0.6948,0.3809,Walking
0.1273,0.7246,0.787,0.8391,Stationary
0.1159,0.5149,0.7528,0.0129,Micro_Vibration
0.8348,0.54,0.6867,0.4293,Walking
0.5056,0.985,0.9666,0.6613,Walking
0.1999,0.6494,0.6646,0.0641,Stationary
0.0939,0.9301,0.5025,0.0786,Tap_Pattern
0.7952,0.03,0.9393,0.6375,Tap_Pattern
0.3849,0.2285,0.6509,0.9385,Walking
0.4802,0.5071,0.65,0.1584,Walking
0.5815,0.2799,0.0102,0.2011,Tap_Pattern
0.6111,0.7171,0.6678,0.6012,Stationary
0.8326,0.4906,0.2187,0.6329,Micro_Vibration
0.6663,0.1077,0.2009,0.7105,Walking
0.1261,0.6893,0.9529,0.33,Tap_Pattern
0.8305,0.582,0.3423,0.8133,Micro_Vibration
0.0545,0.4028,0.4548,0.0616,Stationary
0.1258,0.8581,0.398,0.1518,Walking
0.7955,0.6036,0.5005,0.16,Micro_Vibration
0.5077,0.8995,0.9093,0.9069,Stationary
0.328,0.2765,0.4668,0.4967,Walking
0.5743,0.2461,0.7259,0.4082,Walking
0.4405,0.8391,0.1377,0.9022,Micro_Vibration
0.9588,0.7031,0.805,0.3867,Walking
0.6565,0.7084,0.5636,0.8146,Micro_Vibration
0.5627,0.5619,0.2635,0.7787,Micro_Vibration
0.6709,0.7447,0.256,0.8584,Tap_Pattern
0.4803,0.8088,0.4093,0.3951,Micro_Vibration
0.9186,0.5361,0.4369,0.6253,Stationary
0.7769,0.9566,0.9156,0.707,Stationary
0.6974,0.5943,0.7203,0.7448,Micro_Vibration
0.1416,0.2083,0.697,0.973,Walking
0.9593,0.7568,0.7566,0.3836,Stationary
0.9237,0.5792,0.2848,0.1542,Tap_Pattern
0.0307,0.3829,0.5619,0.3272,Micro_Vibration
0.4098,0.7055,0.4927,0.0416,Tap_Pattern
0.1358,0.6689,0.0291,0.8579,Micro_Vibration
0.9264,0.712,0.5506,0.5491,Stationary
0.1579,0.7584,0.5778,0.4269,Tap_Pattern
0.4286,0.2198,0.1639,0.0175,Tap_Pattern
0.2235,0.7743,0.5033,0.9869,Tap_Pattern
0.3616,0.483,0.46,0.1006,Stationary
0.3475,0.6594,0.326,0.8055,Micro_Vibration
0.589,0.4891,0.034,0.2606,Tap_Pattern
0.2012,0.244,0.3925,0.7258,Stationary
0.5903,0.7427,0.3417,0.9877,Tap_Pattern
0.7463,0.2411,0.6611,0.7551,Tap_Pattern
0.5338,0.0581,0.1608,0.2123,Stationary
0.1366,0.5898,0.1761,0.8391,Tap_Pattern
0.1278,0.2721,0.4953,0.5084,Stationary
0.6864,0.5636,0.5157,0.3059,Stationary
0.7796,0.3861,0.832,0.6084,Tap_Pattern
0.7686,0.013,0.0256,0.9164,Stationary
0.9662,0.9252,0.4507,0.5191,Walking
0.2576,0.441,0.7583,0.2318,Walking
0.7285,0.2831,0.8445,0.7532,Micro_Vibration
0.8203,0.6362,0.0324,0.6044,Stationary
0.2107,0.5744,0.318,0.5752,Tap_Pattern
0.0677,0.219,0.1092,0.9591,Walking
0.2938,0.9325,0.5416,0.2531,Micro_Vibration
0.3585,0.0678,0.0866,0.903,Stationary
0.1963,0.3534,0.3002,0.748,Walking
0.1661,0.5774,0.0631,0.1814,Tap_Pattern
0.6214,0.7383,0.5896,0.7287,Micro_Vibration
0.7603,0.1395,0.5578,0.7097,Tap_Pattern
0.9873,0.3892,0.4302,0.9937,Tap_Pattern
0.8314,0.8415,0.5236,0.9379,Stationary
0.8942,0.7811,0.8314,0.0167,Micro_Vibration
0.5642,0.8181,0.4704,0.2179,Tap_Pattern
0.2868,0.6691,0.6525,0.0213,Stationary
0.5105,0.4075,0.1611,0.7562,Micro_Vibration
0.6336,0.8726,0.8189,0.7056,Micro_Vibration
0.3848,0.3819,0.5098,0.8775,Tap_Pattern
0.1224,0.9334,0.5592,0.5509,Stationary
0.2225,0.8249,0.1054,0.8127,Tap_Pattern
0.0565,0.4377,0.4491,0.8422,Tap_Pattern
0.0715,0.1366,0.7043,0.8739,Micro_Vibration
0.7632,0.8746,0.0591,0.1561,Tap_Pattern
0.3196,0.4379,0.0335,0.5035,Micro_Vibration
0.2382,0.836,0.2092,0.013,Tap_Pattern
0.4888,0.4822,0.5946,0.6434,Walking
0.7596,0.4721,0.9288,0.378,Walking
0.7506,0.4653,0.1893,0.4049,Tap_Pattern
0.4766,0.2588,0.3635,0.6944,Walking
0.3164,0.4526,0.7655,0.3554,Walking
0.9726,0.2972,0.8109,0.8236,Micro_Vibration
0.9831,0.3231,0.7203,0.6547,Stationary
0.7072,0.8164,0.3653,0.1042,Stationary
0.8189,0.3147,0.4328,0.8932,Micro_Vibration
0.5434,0.3443,0.3198,0.4278,Tap_Pattern
0.4944,0.0371,0.3683,0.661,Stationary
0.9706,0.5446,0.504,0.2095,Stationary
0.8595,0.2233,0.4339,0.7025,Micro_Vibration
0.7594,0.32,0.9531,0.0516,Walking
0.7466,0.8999,0.3768,0.6882,Micro_Vibration
0.7774,0.5781,0.2442,0.6237,Walking
0.1384,0.7693,0.4521,0.339,Walking
0.8636,0.8738,0.7225,0.8532,Micro_Vibration
0.4024,0.5354,0.0076,0.6398,Micro_Vibration
0.9615,0.9954,0.739,0.908,Tap_Pattern
0.0887,0.1101,0.5253,0.6717,Micro_Vibration
0.7153,0.688,0.9093,0.3778,Tap_Pattern
0.9586,0.2509,0.418,0.8054,Micro_Vibration
0.6326,0.0246,0.6845,0.3445,Walking
0.4696,0.7574,0.7521,0.6951,Tap_Pattern
0.5266,0.5708,0.8678,0.918,Micro_Vibration
0.1789,0.5719,0.2805,0.7719,Micro_Vibration
0.9332,0.7017,0.1395,0.7537,Stationary
0.867,0.7643,0.8553,0.1854,Micro_Vibration
0.6852,0.2507,0.7323,0.9114,Walking
0.2746,0.3681,0.0644,0.5392,Micro_Vibration
0.3183,0.8975,0.8878,0.9163,Stationary
0.2613,0.0036,0.8905,0.3472,Micro_Vibration
0.028,0.9046,0.1585,0.1507,Tap_Pattern
0.1908,0.6677,0.8711,0.0091,Tap_Pattern
0.5796,0.755,0.9512,0.3603,Stationary
0.4266,0.7932,0.5842,0.4367,Micro_Vibration
0.0924,0.1478,0.7391,0.3667,Tap_Pattern
0.1726,0.5399,0.9072,0.3137,Walking
0.9604,0.2103,0.4383,0.0505,Micro_Vibration
0.2109,0.5766,0.851,0.5444,Micro_Vibration
0.5207,0.7914,0.6399,0.3951,Micro_Vibration
0.3929,0.078,0.2024,0.0164,Walking
0.3874,0.1031,0.1577,0.3941,Micro_Vibration
0.5141,0.0143,0.9447,0.701,Tap_Pattern
0.3116,0.0491,0.8254,0.284,Tap_Pattern
0.2813,0.0807,0.0903,0.807,Micro_Vibration
0.2541,0.652,0.2226,0.9972,Stationary
0.2287,0.095,0.7133,0.6897,Tap_Pattern
0.412,0.7686,0.4315,0.9847,Micro_Vibration
0.5242,0.3628,0.3182,0.0724,Stationary
0.5334,0.3313,0.6153,0.9264,Tap_Pattern
0.1523,0.8951,0.352,0.7638,Stationary
0.6339,0.5115,0.527,0.0798,Tap_Pattern
0.7311,0.7741,0.7475,0.7398,Stationary
0.1827,0.3895,0.0061,0.4188,Stationary
0.6371,0.4422,0.6125,0.3355,Stationary
0.909,0.7191,0.8912,0.1341,Walking
0.2775,0.9644,0.4164,0.6265,Walking
0.3194,0.4706,0.9299,0.8484,Micro_Vibration
0.9092,0.4306,0.056,0.1777,Walking
0.1529,0.2115,0.5248,0.195,Walking
0.7425,0.8471,0.014,0.0763,Stationary
0.6422,0.0153,0.4641,0.1715,Walking
0.024,0.2439,0.6588,0.9905,Stationary
0.8405,0.4337,0.0943,0.5409,Micro_Vibration
0.9301,0.6571,0.7762,0.4996,Stationary
0.2547,0.5749,0.3168,0.2555,Stationary
0.1707,0.9191,0.8664,0.695,Walking
0.7537,0.579,0.1566,0.8207,Micro_Vibration
0.5076,0.6715,0.5489,0.3565,Micro_Vibration
0.0476,0.5865,0.9994,0.3542,Stationary
0.8447,0.8729,0.5475,0.1202,Micro_Vibration
0.4171,0.4301,0.3342,0.0455,Walking
0.7592,0.4772,0.228,0.7125,Walking
0.7498,0.6001,0.2317,0.6008,Micro_Vibration
0.0542,0.8183,0.688,0.1688,Stationary
0.7419,0.1684,0.2506,0.3974,Micro_Vibration
0.7883,0.2397,0.2304,0.9603,Walking
0.0473,0.9126,0.9488,0.9695,Micro_Vibration
0.4818,0.393,0.2569,0.5961,Walking
0.1544,0.7313,0.7575,0.7374,Stationary
0.1911,0.9853,0.5227,0.6406,Stationary
0.2875,0.4115,0.2458,0.128,Stationary
0.5153,0.8121,0.3327,0.0572,Walking
0.9374,0.5112,0.4956,0.1058,Stationary
0.8363,0.1179,0.1253,0.2114,Tap_Pattern
0.1704,0.0594,0.052,0.2531,Walking
0.4705,0.6909,0.568,0.6918,Tap_Pattern
0.1249,0.9397,0.8541,0.0099,Micro_Vibration
0.71,0.3565,0.5279,0.8897,Walking
0.9154,0.53,0.3296,0.9334,Micro_Vibration
0.4789,0.7807,0.5989,0.4049,Stationary
0.4425,0.2191,0.3784,0.0581,Walking
0.8512,0.7949,0.2633,0.148,Stationary
0.5432,0.193,0.5168,0.2107,Micro_Vibration
0.3556,0.8576,0.7905,0.6784,Walking
0.0047,0.2159,0.2471,0.365,Tap_Pattern
0.0182,0.3959,0.7742,0.3286,Tap_Pattern
0.3735,0.6899,0.4306,0.5606,Stationary
0.217,0.7406,0.4274,0.4004,Stationary
0.4599,0.1495,0.8342,0.5535,Micro_Vibration
0.3383,0.4875,0.8864,0.1567,Micro_Vibration
0.7559,0.2202,0.2092,0.6241,Walking
0.2403,0.3667,0.7405,0.8825,Tap_Pattern
0.0418,0.6535,0.9817,0.1882,Tap_Pattern
0.8797,0.2903,0.8651,0.093,Walking
0.6194,0.6024,0.8358,0.3046,Walking
0.2723,0.4894,0.672,0.6542,Tap_Pattern
0.0369,0.7609,0.9528,0.0399,Tap_Pattern
0.4588,0.0679,0.31,0.8229,Tap_Pattern
0.9767,0.3364,0.4793,0.4507,Tap_Pattern
0.0941,0.9295,0.6633,0.7733,Walking
0.0212,0.4701,0.9085,0.4015,Stationary
0.9225,0.5189,0.7458,0.2933,Stationary
0.7058,0.4969,0.8837,0.4293,Walking
0.8904,0.0317,0.8555,0.9119,Stationary
0.8978,0.5029,0.793,0.4563,Tap_Pattern
0.8019,0.6774,0.4243,0.9232,Stationary
0.3872,0.5063,0.181,0.4102,Walking
0.7632,0.1187,0.2637,0.859,Tap_Pattern
0.9967,0.9172,0.4196,0.933,Stationary
0.9409,0.385,0.8092,0.6942,Stationary
0.5532,0.1436,0.7702,0.8401,Micro_Vibration
0.8495,0.7581,0.6238,0.8479,Walking
0.9118,0.1646,0.5775,0.6738,Stationary
0.6245,0.4043,0.6382,0.2922,Walking
0.6774,0.5603,0.3347,0.3679,Tap_Pattern
0.7133,0.0617,0.7948,0.2145,Tap_Pattern
0.2032,0.5296,0.3684,0.4036,Tap_Pattern
0.0218,0.8216,0.4352,0.6223,Walking
0.2553,0.71,0.8474,0.271,Walking
0.0023,0.0591,0.7342,0.0362,Tap_Pattern
0.3696,0.0451,0.2384,0.8615,Stationary
0.0509,0.4228,0.969,0.0404,Tap_Pattern
0.1589,0.4111,0.7406,0.1765,Walking
0.7492,0.3055,0.4535,0.2061,Walking
0.2586,0.5887,0.4854,0.8228,Micro_Vibration
0.8961,0.3748,0.797,0.6421,Tap_Pattern
0.6897,0.8124,0.4079,0.824,Walking
0.9918,0.4454,0.9396,0.5087,Tap_Pattern
0.8363,0.7022,0.94,0.9675,Micro_Vibration
0.9547,0.4843,0.0669,0.0598,Walking
0.1875,0.587,0.6959,0.3546,Stationary
0.7961,0.6932,0.4956,0.1204,Walking
